2016-12-16 22:26:15,500 [MainThread:6772] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:01,530 [Thread-90:4992] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:45:01,536 [Thread-90:4992] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_catagory`.`id`, `blog_catagory`.`name`, `blog_catagory`.`index` FROM `blog_catagory` WHERE `blog_catagory`.`id` = 1; args=(1,)
2016-12-17 12:45:01,538 [Thread-90:4992] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT (1) AS `a` FROM `blog_catagory` WHERE `blog_catagory`.`id` = 1 LIMIT 1; args=(1,)
2016-12-17 12:45:01,563 [Thread-90:4992] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_catagory`.`id`, `blog_catagory`.`name`, `blog_catagory`.`index` FROM `blog_catagory`; args=()
2016-12-17 12:45:01,569 [Thread-90:4992] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag`; args=()
2016-12-17 12:45:01,601 [Thread-91:3124] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:01,605 [Thread-91:3124] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:01,607 [Thread-91:3124] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:45:01.595000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:45:01.595000')
2016-12-17 12:45:01,608 [Thread-91:3124] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:45:38,946 [Thread-94:1988] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:38,953 [Thread-94:1988] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:38,956 [Thread-94:1988] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:45:38.939000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:45:38.939000')
2016-12-17 12:45:38,960 [Thread-94:1988] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:45:39,032 [Thread-95:1768] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:39,039 [Thread-95:1768] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:39,040 [Thread-95:1768] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:45:39.024000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:45:39.024000')
2016-12-17 12:45:39,042 [Thread-95:1768] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:45:48,762 [Thread-97:5252] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:48,766 [Thread-97:5252] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:48,766 [Thread-97:5252] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:45:48.759000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:45:48.759000')
2016-12-17 12:45:48,767 [Thread-97:5252] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:45:48,770 [Thread-97:5252] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `blog_tag` (`name`) VALUES ('文章测试'); args=[u'\u6587\u7ae0\u6d4b\u8bd5']
2016-12-17 12:45:48,772 [Thread-97:5252] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_admin_log` (`action_time`, `user_id`, `content_type_id`, `object_id`, `object_repr`, `action_flag`, `change_message`) VALUES ('2016-12-17 04:45:48.771000', 1, 7, '1', '文章测试', 1, ''); args=[u'2016-12-17 04:45:48.771000', 1, 7, u'1', u'\u6587\u7ae0\u6d4b\u8bd5', 1, u'']
2016-12-17 12:45:51,223 [Thread-99:2032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:51,229 [Thread-99:2032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:51,230 [Thread-99:2032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:45:51.216000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:45:51.216000')
2016-12-17 12:45:51,232 [Thread-99:2032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:45:51,240 [Thread-99:2032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_catagory`.`id`, `blog_catagory`.`name`, `blog_catagory`.`index` FROM `blog_catagory` WHERE `blog_catagory`.`id` = 1; args=(1,)
2016-12-17 12:45:51,243 [Thread-99:2032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` WHERE `blog_tag`.`id` IN (1); args=(1,)
2016-12-17 12:45:51,244 [Thread-99:2032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT (1) AS `a` FROM `blog_catagory` WHERE `blog_catagory`.`id` = 1 LIMIT 1; args=(1,)
2016-12-17 12:45:51,286 [Thread-99:2032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_catagory`.`id`, `blog_catagory`.`name`, `blog_catagory`.`index` FROM `blog_catagory`; args=()
2016-12-17 12:45:51,293 [Thread-99:2032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag`; args=()
2016-12-17 12:45:51,338 [Thread-100:5568] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:51,345 [Thread-100:5568] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:45:51,346 [Thread-100:5568] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:45:51.331000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:45:51.331000')
2016-12-17 12:45:51,348 [Thread-100:5568] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:01,398 [Thread-102:6140] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:01,401 [Thread-102:6140] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:01,403 [Thread-102:6140] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:46:01.395000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:46:01.395000')
2016-12-17 12:46:01,404 [Thread-102:6140] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:01,408 [Thread-102:6140] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_catagory`.`id`, `blog_catagory`.`name`, `blog_catagory`.`index` FROM `blog_catagory` WHERE `blog_catagory`.`id` = 1; args=(1,)
2016-12-17 12:46:01,410 [Thread-102:6140] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag` WHERE `blog_tag`.`id` IN (1); args=(1,)
2016-12-17 12:46:01,411 [Thread-102:6140] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT (1) AS `a` FROM `blog_catagory` WHERE `blog_catagory`.`id` = 1 LIMIT 1; args=(1,)
2016-12-17 12:46:01,440 [Thread-102:6140] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_catagory`.`id`, `blog_catagory`.`name`, `blog_catagory`.`index` FROM `blog_catagory`; args=()
2016-12-17 12:46:01,444 [Thread-102:6140] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_tag`.`id`, `blog_tag`.`name` FROM `blog_tag`; args=()
2016-12-17 12:46:01,470 [Thread-103:1268] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:01,476 [Thread-103:1268] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:01,477 [Thread-103:1268] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:46:01.467000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:46:01.467000')
2016-12-17 12:46:01,482 [Thread-103:1268] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:29,900 [Thread-105:5740] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:29,904 [Thread-105:5740] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:29,905 [Thread-105:5740] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:46:29.892000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:46:29.892000')
2016-12-17 12:46:29,910 [Thread-105:5740] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:29,914 [Thread-105:5740] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article`; args=('*',)
2016-12-17 12:46:29,917 [Thread-105:5740] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC, `blog_article`.`id` DESC; args=()
2016-12-17 12:46:30,016 [Thread-106:5580] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:30,023 [Thread-106:5580] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:30,025 [Thread-106:5580] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:46:30.010000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:46:30.010000')
2016-12-17 12:46:30,028 [Thread-106:5580] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:32,263 [Thread-108:3192] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:32,269 [Thread-108:3192] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:32,269 [Thread-108:3192] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:46:32.258000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:46:32.258000')
2016-12-17 12:46:32,270 [Thread-108:3192] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:38,344 [Thread-110:3720] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:38,348 [Thread-110:3720] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:38,349 [Thread-110:3720] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:46:38.339000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:46:38.339000')
2016-12-17 12:46:38,351 [Thread-110:3720] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:38,392 [Thread-111:5780] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:38,398 [Thread-111:5780] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:38,398 [Thread-111:5780] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:46:38.388000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:46:38.388000')
2016-12-17 12:46:38,401 [Thread-111:5780] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:47,398 [Thread-114:1840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:47,403 [Thread-114:1840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:47,404 [Thread-114:1840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:46:47.394000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:46:47.394000')
2016-12-17 12:46:47,404 [Thread-114:1840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:47,407 [Thread-114:1840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT COUNT('*') AS `__count` FROM `blog_article`; args=('*',)
2016-12-17 12:46:47,408 [Thread-114:1840] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC, `blog_article`.`id` DESC; args=()
2016-12-17 12:46:47,447 [Thread-115:528] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:47,450 [Thread-115:528] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:47,453 [Thread-115:528] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:46:47.443000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:46:47.443000')
2016-12-17 12:46:47,456 [Thread-115:528] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:50,941 [Thread-118:4572] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:50,947 [Thread-118:4572] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-17 12:46:50,947 [Thread-118:4572] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nup5t5uhmmm7j458rnr7ew7wuqsmmcnn' AND `django_session`.`expire_date` > '2016-12-17 04:46:50.938000'); args=('nup5t5uhmmm7j458rnr7ew7wuqsmmcnn', u'2016-12-17 04:46:50.938000')
2016-12-17 12:46:50,950 [Thread-118:4572] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-17 12:46:50,951 [Thread-118:4572] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article`; args=('*',)
2016-12-17 12:46:50,953 [Thread-118:4572] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC, `blog_article`.`id` DESC; args=()
2016-12-17 12:46:50,993 [Thread-119:2008] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
